year_of_incident,watch,type_of_incident,type_location,type_of_property,incident_address,reporting_area,beat,division,council_district,date1_of_occurrence,year1_of_occurrence,month1_of_occurence,day1_of_the_week,time1_of_occurrence,day1_of_the_year,date2_of_occurrence,year2_of_occurrence,month2_of_occurence,day2_of_the_week,time2_of_occurrence,day2_of_the_year,date_of_report,date_incident_created,offense_entered_year,offense_entered_month,offense_entered_day_of_the_week,offense_entered_time,offense_entered_date_time,call_received_date_time,call_date_time,call_cleared_date_time,call_dispatch_date_time,person_involvement_type,victim_type,victim_race,victim_ethnicity,victim_gender,element_number_assigned,investigating_unit_1,investigating_unit_2,offense_status,ucr_disposition,modus_operandi_mo,family_offense,hate_crime,hate_crime_description,weapon_used,gang_related_offense,drug_related_istevencident,criminal_justice_information_service_code,penal_code,ucr_offense_name,ucr_offense_description,ucr_code,offense_type,nibrs_crime,nibrs_crime_category,nibrs_crime_against,nibrs_code,nibrs_group,nibrs_type,update_date,x_coordinate,y_cordinate,zip_code,city,state,location1
2022,3,UNAUTHORIZED USE OF MOTOR VEH - TRUCK OR BUS,Outdoor Area Public/Private,Motor Vehicle,1100 MCKINNEY AVE,2048,132,CENTRAL,D14,2022-08-08T00:00:00Z,2022,August,Mon,20:50:00,220,2022-08-08T00:00:00Z,2022,August,Mon,21:50:00,220,2022-08-08T23:14:00Z,2022-08-08T23:16:30Z,2022,August,Mon,23:16:00,220,2022-08-08T23:14:54Z,2022-08-08T23:14:54Z,2022-08-09T03:49:53Z,2022-08-08T23:14:54Z,Registered Owner,Individual,White,Non-Hispanic or Latino,Male,JE135,Investigations,Special Investigations / Auto Theft,Suspended,Suspended,UNKNOWN SUSPECT TOOK PROPERTY WITHOUT PERMISSION.,FALSE,NA,None,NA,NA,UNK,24110003,PC 31.07,NA,NA,NA,NA,UUMV,MOTOR VEHICLE THEFT,PROPERTY,240,A,Coded,2022-08-17T10:33:31Z,2489283.43191,6972644.30012,75202,DALLAS,TX,"1100 MCKINNEY AVE
DALLAS, TX 75202
(32.785322, -96.805887)"
2017,1,UNEXPLAINED DEATH (NO OFFENSE),Single Family Residence - Occupied,N/A,9522 PENINSULA DR,1126,234,NORTHEAST,D9,2017-12-14T00:00:00Z,2017,December,Thu,09:00:00,348,2017-12-29T00:00:00Z,2017,December,Fri,09:00:00,363,2017-12-29T09:18:00Z,2017-12-29T09:40:08Z,2017,December,Fri,09:40:00,363,2017-12-29T09:18:03Z,2017-12-29T09:18:03Z,2017-12-29T11:52:58Z,2017-12-29T09:23:13Z,Victim,Individual,White,Non-Hispanic or Latino,Female,B212,Investigations,Capers / Homicide,Suspended,Suspended,UNEXPLAINED DEATH,FALSE,NA,None,Other,No,No,99999999,No Offense,SUDDEN DEATH&FOUND BODIES,SUDDEN DEATH,4000,NOT CODED,MISCELLANEOUS,MISCELLANEOUS,MISCELLANEOUS,999,C,999 - No Coded,2018-02-20T19:30:54Z,2518584.32310878,6994489.15538152,75218,DALLAS,TX,"9522 PENINSULA DR
DALLAS, TX 75218
(32.84362, -96.708964)"
2017,1,UNAUTHORIZED USE OF MOTOR VEH - TRUCK OR BUS,Apartment Parking Lot,N/A,2631 WEBB CHAPEL EXT,3067,522,NORTHWEST,D6,2017-09-19T00:00:00Z,2017,September,Tue,02:22:00,262,2017-09-19T00:00:00Z,2017,September,Tue,02:22:00,262,2017-09-19T03:36:00Z,2017-09-19T02:50:58Z,2017,September,Tue,02:50:00,262,2017-09-19T02:18:48Z,2017-09-19T02:18:48Z,2017-09-19T04:59:58Z,2017-09-19T02:24:16Z,Victim,Individual,Hispanic or Latino,Hispanic or Latino,Female,A534,Investigations,Special Investigations / Auto Theft,Suspended,Suspended,SUSP ENTER VEH WITH OUT CONSENT AND STOLE VEH,FALSE,NA,None,Other,No,No,24110003,PC 31.07,UUMV,AUTO THEFT - UUMV,720,PART1,UUMV,MOTOR VEHICLE THEFT,PROPERTY,240,A,Not Coded,2019-02-27T05:33:29Z,2467832.4534841,6997636.84856118,75220,DALLAS,TX,"2631 WEBB CHAPEL EXT
DALLAS, TX 75220
(32.854918, -96.873021)"
2018,1,"CRIM MISCHIEF >OR EQUAL $750 < $2,500","Highway, Street, Alley ETC",N/A,9307 RUTHERGLEN DR,1231,323,SOUTHEAST,D7,2018-07-01T00:00:00Z,2018,July,Sun,17:00:00,182,2018-07-03T00:00:00Z,2018,July,Tue,10:00:00,184,2018-07-07T15:58:00Z,2018-07-07T16:33:10Z,2018,July,Sat,16:33:00,188,2018-07-07T15:58:35Z,2018-07-07T15:58:35Z,2018-07-07T17:34:00Z,2018-07-07T16:04:17Z,Victim,Individual,Black,Non-Hispanic or Latino,Female,EX07,NA,NA,Suspended,Suspended,UNKNOWN SUSPECT USED UNKNOWN TYPE OBJECT TO SCRATCH VEHICLE.,FALSE,NA,None,NA,NA,No,29990043,PC 28.03(b)(3)(A),NA,NA,NA,NA,DESTRUCTION/ DAMAGE/ VANDALISM OF PROPERTY,DESTRUCTION/ DAMAGE/ VANDALISM OF PROPERTY,PROPERTY,290,A,Coded,2018-09-23T13:52:12Z,2533105.43678303,6969204.69610801,75227,DALLAS,TX,"9307 RUTHERGLEN DR
DALLAS, TX 75227
(32.77308, -96.662886)"
2016,1,THEFT OF PROP > OR EQUAL $100 BUT <$750- NOT SHOPLIFT,Apartment Complex/Building,Apartment Complex/Building,2836 E OVERTON RD,4251,728,SOUTH CENTRAL,D4,2016-12-16T00:00:00Z,2016,December,Fri,15:30:00,351,2016-12-19T00:00:00Z,2016,December,Mon,09:30:00,354,2016-12-19T12:00:00Z,2016-12-19T12:51:09Z,2016,December,Mon,12:51:00,354,2016-12-19T11:47:57Z,2016-12-19T11:47:51Z,2016-12-19T13:35:09Z,2016-12-19T12:28:45Z,Victim,Business,NA,NA,NA,B715,Investigations,Property Crime Division / SC Property Crimes,Suspended,Suspended,SUSP TOOK FIRE EXTINGUISHERS FROM THE OUTSIDE OF THE BUILDING.,FALSE,NA,None,Other,No,No,23990067,PC 31.03(e)(2)(Ai),OTHER THEFTS,THEFT,690,PART1,NA,NA,NA,NA,NA,NA,2017-01-24T15:08:12Z,2498074.60658236,6946911.4477156,75216,DALLAS,TX,"2836 E OVERTON RD
DALLAS, TX 75216
(32.714154, -96.778433)"
2017,2,UNAUTHORIZED USE OF MOTOR VEH - AUTOMOBILE,Parking Lot (All Others),N/A,1818 EL CAPITAN DR,1115,233,NORTHEAST,D9,2017-02-22T00:00:00Z,2017,February,Wed,11:00:00,53,2017-02-22T00:00:00Z,2017,February,Wed,11:00:00,53,2017-03-22T16:00:00Z,2017-03-20T16:28:04Z,2017,March,Mon,16:28:00,79,2017-03-20T16:27:35Z,2017-03-20T16:27:35Z,2017-03-20T16:32:07Z,2017-03-20T16:27:35Z,Victim,Individual,Hispanic or Latino,Hispanic or Latino,Female,G113,Investigations,Special Investigations / Auto Theft,Clear by Arrest,CBA (Over Age 17),KNOWN SUSP INTENTIONALLY TOOK VEHICLE WITHOUT CONSENT,FALSE,NA,None,Other,No,UNK,24110003,PC 31.07,UUMV,AUTO THEFT - UUMV,710,PART1,UUMV,MOTOR VEHICLE THEFT,PROPERTY,240,A,Not Coded,2017-08-25T13:42:21Z,2527916.50457561,6997341.77369203,75228,DALLAS,TX,"1818 EL CAPITAN DR
DALLAS, TX 75228
(32.851452, -96.678257)"
2017,1,CRIM MISCHIEF <$100,Parking Lot (All Others),N/A,9805 BENT BRANCH LN,1031,253,NORTHEAST,D10,2017-07-19T00:00:00Z,2017,July,Wed,14:00:00,200,2017-07-20T00:00:00Z,2017,July,Thu,16:30:00,201,2017-07-20T16:30:00Z,2017-07-20T17:14:42Z,2017,July,Thu,17:14:00,201,2017-07-20T16:39:05Z,2017-07-20T16:39:05Z,2017-07-20T18:11:00Z,2017-07-20T17:06:09Z,Victim,Individual,White,Non-Hispanic or Latino,Female,C221,Investigations,Property Crime Division / NE Property Crimes,Suspended,Suspended,SUSPECT DAMAGE COMPLAINT'S PROPERTY,FALSE,NA,None,Other,No,No,99999999,PC 28.03(b)(1),VANDALISM & CRIM MISCHIEF,CRIMINAL MISCHIEF/VANDALISM,1400,PART2,DESTRUCTION/ DAMAGE/ VANDALISM OF PROPERTY,DESTRUCTION/ DAMAGE/ VANDALISM OF PROPERTY,PROPERTY,290,A,Coded,2017-07-21T11:09:19Z,2509623.25769761,7022604.98432036,75243,DALLAS,TX,"9805 BENT BRANCH LN
DALLAS, TX 75243
(32.921179, -96.736108)"
2015,1,BMV,Apartment Parking Lot,N/A,5840 SPRING VALLEY RD,1013,635,NORTH CENTRAL,D11,2015-10-22T00:00:00Z,2015,October,Thu,20:30:00,295,2015-10-26T00:00:00Z,2015,October,Mon,06:30:00,299,2015-10-26T08:00:00Z,2015-10-26T09:10:48Z,2015,October,Mon,09:10:00,299,2015-10-26T07:49:06Z,2015-10-26T07:49:04Z,2015-10-26T10:43:33Z,2015-10-26T08:25:24Z,Victim,Individual,White,Non-Hispanic or Latino,Female,B534,Investigations,Property Crime Division / NC Property Crimes,Suspended,Suspended,UNK SUSP ENTERED COMP'S VEH AND TOOK PROPERTY W/O CONSENT,FALSE,NA,None,Other,No,No,22990004,PC 30.04(a),THEFT/BMV,THEFT,640,PART1,NA,NA,NA,NA,NA,NA,2015-10-27T07:46:39Z,2487803.93060145,7028586.3178301,75254,DALLAS,TX,"5840 SPRING VALLEY RD
DALLAS, TX 75254
(32.938662, -96.807866)"
2017,1,UNLAWFUL RESTRAINT,Apartment Complex/Building,Apartment Complex/Building,5318 S HAMPTON RD,4393,454,SOUTHWEST,D3,2017-09-19T00:00:00Z,2017,September,Tue,08:00:00,262,2017-09-30T00:00:00Z,2017,September,Sat,16:45:00,273,2017-09-30T16:45:00Z,2017-09-30T17:37:53Z,2017,September,Sat,17:37:00,273,2017-09-30T16:39:40Z,2017-09-30T16:39:39Z,2017-09-30T17:57:29Z,2017-09-30T16:47:48Z,Victim,Individual,White,Non-Hispanic or Latino,Female,C454,Investigations,Capers / Family Violence,Suspended,Suspended,COMP WAS TIED UP AND NOT ALLOWED TO LEAVE PREMISES.,FALSE,NA,None,Omission/Neglect,No,No,70990058,PC 20.02,OTHERS,OTHER OFFENSES,2600,PART2,ALL OTHER OFFENSES,ALL OTHER OFFENSES,"PERSON, PROPERTY, OR SOCIETY",90Z,B,90Z - No Coded,2017-10-12T14:59:58Z,2474298.9625327,6934957.81381452,75232,DALLAS,TX,"5318 S HAMPTON RD
DALLAS, TX 75232
(32.681936, -96.856953)"
2018,1,THEFT OF PROP <$100 - OTHER THAN SHOPLIFT,Other,N/A,1400 S LAMAR ST,2123,151,CENTRAL,D2,2018-05-19T00:00:00Z,2018,May,Sat,12:00:00,139,2018-05-30T00:00:00Z,2018,May,Wed,12:00:00,150,2018-06-19T15:03:00Z,2018-06-19T15:06:04Z,2018,June,Tue,15:06:00,170,2018-06-19T15:03:22Z,2018-06-19T15:03:22Z,2018-06-20T00:19:06Z,2018-06-19T15:03:22Z,Victim,Individual,Hispanic or Latino,Hispanic or Latino,Female,OFFDTY,NA,NA,Suspended,Suspended,UNK SUSPECT TOOK VICTIMS LICENSE PLATE WITHOUT PERMISSION,FALSE,NA,None,NA,NA,No,99999999,PC 31.03(f),OTHER THEFTS,THEFT,690,PART1,ALL OTHER LARCENY,LARCENY/ THEFT OFFENSES,PROPERTY,23H,A,Coded,2018-10-15T11:55:58Z,2492641.46849853,6966516.79859668,75215,DALLAS,TX,"1400 S LAMAR ST
DALLAS, TX 75215
(32.767362, -96.795092)"
2018,1,THEFT OF PROP > OR EQUAL $100 <$750 (NOT SHOPLIFT) PC31.03(e2A),Industrial/Manufacturing,Commercial Property Occupied/Vacant,12010 CORPORATE DR,1102,227,NORTHEAST,D9,2018-05-20T00:00:00Z,2018,May,Sun,12:00:00,140,2018-05-21T00:00:00Z,2018,May,Mon,10:26:00,141,2018-05-21T12:06:00Z,2018-05-21T11:52:01Z,2018,May,Mon,11:52:00,141,2018-05-21T10:26:09Z,2018-05-21T10:26:09Z,2018-05-21T13:02:41Z,2018-05-21T11:16:50Z,Victim,Business,NA,NA,NA,B245,Investigations,Property Crime Division / NE Property Crimes,Suspended,Suspended,"UNK SUSP CUT A HOLE IN FENCE, ENTERED, TOOK PROP W/O PERMISSION",FALSE,NA,None,NA,NA,No,23990191,PC 31.03(e)(2)(A),OTHER THEFTS,THEFT,690,PART1,ALL OTHER LARCENY,LARCENY/ THEFT OFFENSES,PROPERTY,23H,A,Coded,2019-03-19T08:56:44Z,2533034.77681936,7000546.57141627,75228,DALLAS,TX,"12010 CORPORATE DR
DALLAS, TX 75228
(32.859981, -96.661389)"
2022,2,UNAUTHORIZED USE OF MOTOR VEH - AUTOMOBILE,"Highway, Street, Alley ETC",N/A,4000 GREAT TRINITY FOREST WAY,4328,736,SOUTH CENTRAL,D8,2022-02-25T00:00:00Z,2022,February,Fri,12:30:00,56,2022-02-25T00:00:00Z,2022,February,Fri,12:45:00,56,2022-02-25T13:07:00Z,2022-02-25T13:31:18Z,2022,February,Fri,13:31:00,56,2022-02-25T13:07:42Z,2022-02-25T13:07:42Z,2022-02-25T14:40:29Z,2022-02-25T13:13:55Z,Registered Owner,Individual,Hispanic or Latino,Hispanic or Latino,Male,B136,Investigations,Special Investigations / Auto Theft,Suspended,Suspended,UNKNOWN SUSPECT TOOK COMP'S VEHICLE W/OUT CONSENT,FALSE,NA,None,NA,NA,No,24110003,PC 31.07,NA,NA,NA,NA,UUMV,MOTOR VEHICLE THEFT,PROPERTY,240,A,Coded,2022-03-08T09:16:05Z,2506000.97885,6942477.86866,75216,DALLAS,TX,"4000 GREAT TRINITY FOREST WAY
DALLAS, TX 75216"
2020,1,ASSAULT (AGG) -DISCH FIREARM  OCC BLDG/HOUSE/VEH (AGG),Bar/NightClub/DanceHall ETC.,N/A,11917 E NORTHWEST HWY,1090,233,NORTHEAST,D9,2020-05-25T00:00:00Z,2020,May,Mon,23:39:00,146,2020-05-26T00:00:00Z,2020,May,Tue,02:13:00,147,2020-05-26T02:13:00Z,2020-05-26T00:24:53Z,2020,May,Tue,00:24:00,147,2020-05-25T23:39:40Z,2020-05-25T23:39:39Z,2020-05-26T03:17:47Z,2020-05-25T23:40:42Z,Victim,Individual,Hispanic or Latino,Hispanic or Latino,Male,A224,Investigations,Capers / Assaults,Suspended,Suspended,UNK SUSPS AT COMP'S,FALSE,NA,None,Handgun,UNK,UNK,13140002,PC 22.02(b)(3),NA,NA,NA,NA,AGG ASSAULT - NFV,ASSAULT OFFENSES,PERSON,13A,A,Coded,2022-09-15T16:01:49Z,2528586.56360294,7002355.56747019,75218,DALLAS,TX,"11917 E NORTHWEST HWY
DALLAS, TX 75218
(32.8642, -96.675717)"
2015,1,THEFT OF PROP > OR EQUAL $50 BUT <$500- NOT SHOPLIFT,City Park/Rec/Tennis/Golf/Trail,Outdoor Area Public/Private,4100 TEXAS COLLEGE DR,8818,736,SOUTH CENTRAL,D8,2015-03-04T00:00:00Z,2015,March,Wed,11:00:00,63,2015-03-13T00:00:00Z,2015,March,Fri,09:42:00,72,2015-03-13T10:40:00Z,2015-03-13T10:05:41Z,2015,March,Fri,10:05:00,72,2015-03-13T09:42:30Z,2015-03-13T09:42:30Z,2015-03-13T11:14:08Z,2015-03-13T09:46:04Z,Victim,Government,NA,NA,NA,B751,Investigations,Property Crime Division / SC Property Crimes,Suspended,Suspended,UNK SUSP CUT A  PART OF COMP'S FENCE AND TOOK W/O CONSENT.,FALSE,NA,None,Other,UNK,UNK,23990067,PC 31.03(e)(2)(Ai),OTHER THEFTS,THEFT,690,PART1,NA,NA,NA,NA,NA,NA,2015-04-06T10:07:21Z,2507331.01589103,6930931.43210351,75241,DALLAS,TX,"4100 TEXAS COLLEGE DR
DALLAS, TX 75241
(32.670544, -96.74851)"
2022,3,BMV,Apartment Parking Lot,Motor Vehicle,2525 N HENDERSON AVE,1159,143,CENTRAL,D14,2022-08-25T00:00:00Z,2022,August,Thu,20:15:00,237,2022-08-26T00:00:00Z,2022,August,Fri,03:30:00,238,2022-08-26T10:12:00Z,2022-08-26T12:22:21Z,2022,August,Fri,12:22:00,238,2022-08-26T10:12:55Z,2022-08-26T10:12:55Z,2022-08-26T12:29:00Z,2022-08-26T11:36:21Z,Victim,Individual,White,Non-Hispanic or Latino,Female,EX07,Investigations,Property Crime Division / CE Property Crimes,Suspended,Suspended,PRIED REAR LIFTGATE DOOR WINDOW TRIM TO ENTER VEHICLE TOOK ITEMS,FALSE,NA,None,NA,NA,No,22990011,PC 30.04(d),NA,NA,NA,NA,THEFT FROM MOTOR VEHICLE,LARCENY/ THEFT OFFENSES,PROPERTY,23F,A,Coded,2022-08-30T13:51:18Z,2496536.89673,6984024.40269,75206,DALLAS,TX,"2525 N HENDERSON AVE
DALLAS, TX 75206
(32.816368, -96.780268)"
2022,2,UNAUTHORIZED USE OF MOTOR VEH - AUTOMOBILE,Apartment Parking Lot,Motor Vehicle,8401 SKILLMAN ST,1053,244,NORTHEAST,D10,2022-02-02T00:00:00Z,2022,February,Wed,22:00:00,33,2022-02-04T00:00:00Z,2022,February,Fri,09:00:00,35,2022-02-04T14:14:00Z,2022-02-04T13:47:56Z,2022,February,Fri,13:47:00,35,2022-02-04T10:41:54Z,2022-02-04T10:41:54Z,2022-02-04T14:58:14Z,2022-02-04T13:33:06Z,Victim,Individual,Hispanic or Latino,Hispanic or Latino,Male,B253,Investigations,Special Investigations / Auto Theft,Suspended,Suspended,UNK SUSP TOOK COMPS VEHICLE WITHOUT CONSENT.,FALSE,NA,None,NA,NA,No,24110003,PC 31.07,NA,NA,NA,NA,UUMV,MOTOR VEHICLE THEFT,PROPERTY,240,A,Not Coded,2022-02-10T13:03:32Z,2512691.69119,7012728.41877,75231,DALLAS,TX,"8401 SKILLMAN ST
DALLAS, TX 75231
(32.893259, -96.72595)"
2021,1,UNAUTHORIZED USE OF MOTOR VEH - AUTOMOBILE,Parking Lot (All Others),N/A,13290 NOEL RD,1017,633,NORTH CENTRAL,D11,2021-11-10T00:00:00Z,2021,November,Wed,19:00:00,314,2021-11-11T00:00:00Z,2021,November,Thu,07:00:00,315,2021-11-11T15:31:00Z,2021-11-11T15:39:49Z,2021,November,Thu,15:39:00,315,2021-11-11T15:31:55Z,2021-11-11T15:31:55Z,2021-11-11T16:59:59Z,2021-11-11T15:31:55Z,Victim,Individual,White,Non-Hispanic or Latino,Male,S347,Investigations,Special Investigations / Auto Theft,Suspended,Suspended,UNK SUSP TOOK COMP'S VEHICLE WITHOUT CONSENT.,FALSE,NA,None,NA,NA,No,24110003,PC 31.07,NA,NA,NA,NA,UUMV,MOTOR VEHICLE THEFT,PROPERTY,240,A,Not Coded,2022-05-12T18:09:32Z,2484723.27731,7024855.14288,75240,DALLAS,TX,"13290 NOEL RD
DALLAS, TX 75240
(32.928488, -96.81801)"
2017,3,UNAUTHORIZED USE OF MOTOR VEH - (ATT) AUTOMOBILE,"Highway, Street, Alley ETC",N/A,2410 LUCAS DR,3118,517,NORTHWEST,D2,2017-11-22T00:00:00Z,2017,November,Wed,20:15:00,326,2017-11-22T00:00:00Z,2017,November,Wed,20:20:00,326,2017-11-22T22:30:00Z,2017-11-22T21:18:38Z,2017,November,Wed,21:18:00,326,2017-11-22T19:27:49Z,2017-11-22T19:27:49Z,2017-11-22T23:01:53Z,2017-11-22T20:27:36Z,NA,NA,NA,NA,NA,C595,Investigations,Special Investigations / Auto Theft,Suspended,Suspended,UNKNOWN SUSPECT TRIED TO STEAL VEH,FALSE,NA,None,NA,No,No,24110004,PC 31.07,UUMV,AUTO THEFT - UUMV,710,PART1,UUMV,MOTOR VEHICLE THEFT,PROPERTY,240,A,Coded,2017-11-28T03:02:33Z,2483504.93592,6981758.75433,75219,DALLAS,TX,"2410 LUCAS DR
DALLAS, TX 75219
(32.810365, -96.82394)"
2018,3,UNAUTHORIZED USE OF MOTOR VEH - AUTOMOBILE,Apartment Parking Lot,N/A,1028 CHERRY LAUREL LN,4153,432,SOUTHWEST,D6,2018-02-19T00:00:00Z,2018,February,Mon,22:00:00,50,2018-02-19T00:00:00Z,2018,February,Mon,22:30:00,50,2018-02-20T04:28:00Z,2018-02-20T04:33:58Z,2018,February,Tue,04:33:00,51,2018-02-20T04:09:36Z,2018-02-20T04:09:36Z,2018-02-20T04:55:41Z,2018-02-20T04:14:06Z,Owner,Individual,Hispanic or Latino,Hispanic or Latino,Male,A411,Investigations,Special Investigations / Auto Theft,Suspended,Suspended,UNK SUSP TOOK COMP'S VEH W/O PERMISSION,FALSE,NA,None,NA,NA,No,24110003,PC 31.07,UUMV,AUTO THEFT - UUMV,710,PART1,UUMV,MOTOR VEHICLE THEFT,PROPERTY,240,A,Coded,2018-03-05T11:58:03Z,2453090.53251,6954055.32286,75211,DALLAS,TX,"1028 CHERRY LAUREL LN
DALLAS, TX 75211
(32.735271, -96.923949)"
2015,1,BURGLARY OF HABITATION - FORCED ENTRY,Single Family Residence - Vacant,Residential Property Occupied/Vacant,3747 DUCHESS TRL,3030,554,NORTHWEST,D13,2015-08-25T00:00:00Z,2015,August,Tue,20:00:00,237,2015-08-26T00:00:00Z,2015,August,Wed,18:00:00,238,2015-08-26T21:27:00Z,2015-08-26T20:52:42Z,2015,August,Wed,20:52:00,238,2015-08-26T18:14:57Z,2015-08-26T18:14:56Z,2015-08-26T21:54:11Z,2015-08-26T20:23:10Z,Victim,Individual,White,Non-Hispanic or Latino,Female,C556,Investigations,Property Crime Division / NW Property Crimes,Suspended,Suspended,"SUSP BROKE 1 WINDOW, ENTERED AN OPEN WINDOW AFTER CUTTING SCREEN",FALSE,NA,None,Other,No,No,22990002,PC 30.02(c)(2),BURGLARY-RESIDENCE,BURGLARY,511,PART1,NA,NA,NA,NA,NA,NA,2015-11-12T11:20:45Z,2473653.66100177,7011942.30026519,75229,DALLAS,TX,"3747 DUCHESS TRL
DALLAS, TX 75229
(32.893172, -96.854156)"
2016,1,BMV (OF AUTO ACCESSORY) (P.C. 30.04(A)),Parking Lot (All Others),Motor Vehicle,9811 HARRY HINES BLVD,3066,521,NORTHWEST,D6,2016-03-18T00:00:00Z,2016,March,Fri,17:00:00,78,2016-03-21T00:00:00Z,2016,March,Mon,06:00:00,81,2016-03-22T06:25:00Z,2016-03-22T07:29:18Z,2016,March,Tue,07:29:00,82,2016-03-22T06:25:47Z,2016-03-22T06:25:46Z,2016-03-22T08:24:02Z,2016-03-22T07:28:10Z,Victim,Government,NA,NA,NA,B524,Investigations,Property Crime Division / NW Property Crimes,Suspended,Suspended,UNKNOWN SUSPECT STOLE CAR RADIO FROM UNLOCKED PARKED VEHICLE,FALSE,NA,None,Other,UNK,UNK,22990004,PC 30.04(a),THEFT/BMV,THEFT,650,PART1,NA,NA,NA,NA,NA,NA,2016-11-30T11:50:23Z,2466015.75797053,6997920.93821611,75220,DALLAS,TX,"9811 HARRY HINES BLVD
DALLAS, TX 75220
(32.855268, -96.879652)"
2015,1,"CRIM MISCHIEF > OR EQUAL $500 BUT < $1,500",Apartment Parking Lot,Parking Lot,10700 WOODMEADOW PKWY,1132,228,NORTHEAST,D9,2015-01-30T00:00:00Z,2015,January,Fri,11:00:00,30,2015-01-31T00:00:00Z,2015,January,Sat,08:00:00,31,2015-01-31T09:20:00Z,2015-01-31T08:52:32Z,2015,January,Sat,08:52:00,31,2015-01-31T08:15:24Z,2015-01-31T08:15:23Z,2015-01-31T10:00:00Z,2015-01-31T08:27:07Z,Victim,Individual,Hispanic or Latino,Hispanic or Latino,Female,B227,Investigations,Property Crime Division / NE Property Crimes,Suspended,Suspended,UNKNOWN SUSPECT SLASHED COMP'S VEH TIRES WITH UNK SHARP OBJECT.,FALSE,NA,None,Other,UNK,UNK,29990002,PC 28.03(b)(3),VANDALISM & CRIM MISCHIEF,CRIMINAL MISCHIEF/VANDALISM,1400,PART2,NA,NA,NA,NA,NA,NA,2015-02-02T13:19:24Z,2540024.29532062,6995864.27992785,75228,DALLAS,TX,"10700 WOODMEADOW PKWY
DALLAS, TX 75228
(32.845879, -96.63904)"
2016,2,UNAUTHORIZED USE OF MOTOR VEH - AUTOMOBILE,Apartment Parking Lot,Apartment Complex/Building,9359 PINYON TREE RD,1031,253,NORTHEAST,D10,2016-03-09T00:00:00Z,2016,March,Wed,12:00:00,69,2016-03-09T00:00:00Z,2016,March,Wed,17:00:00,69,2016-03-09T17:32:00Z,2016-03-09T17:13:27Z,2016,March,Wed,17:13:00,69,2016-03-09T16:49:50Z,2016-03-09T16:49:36Z,2016-03-09T17:58:36Z,2016-03-09T17:05:14Z,Victim,Individual,Hispanic or Latino,Hispanic or Latino,Female,R112,Investigations,Special Investigations / Auto Theft,Suspended,Suspended,UNK SUSP TOOK COMP'S VEHICLE WITHOUT CONSENT,FALSE,NA,None,Other Firearm,UNK,UNK,24110003,PC 31.07,UUMV,AUTO THEFT - UUMV,710,PART1,NA,NA,NA,NA,NA,NA,2020-12-14T17:18:46Z,2509509.59683569,7020127.17661193,75243,DALLAS,TX,"9359 PINYON TREE RD
DALLAS, TX 75243
(32.914224, -96.736117)"
2017,1,BURGLARY OF BUILDING - FORCED ENTRY,Other,N/A,1120 E ILLINOIS AVE,4218,722,SOUTH CENTRAL,D4,2017-10-07T00:00:00Z,2017,October,Sat,18:30:00,280,2017-10-10T00:00:00Z,2017,October,Tue,07:45:00,283,2017-10-10T08:30:00Z,2017-10-10T08:29:45Z,2017,October,Tue,08:29:00,283,2017-10-10T07:59:50Z,2017-10-10T07:59:50Z,2017-10-10T10:47:53Z,2017-10-10T08:14:16Z,Victim,Business,NA,NA,NA,B742,Investigations,Property Crime Division / SC Property Crimes,Suspended,Suspended,UNK SUSP ENTERED LOCATION AND TOOK PROPERTY WITHOUT PERMISSION,FALSE,NA,None,Other,No,No,22990001,PC 30.02(c)(1),BURGLARY-BUSINESS,BURGLARY,512,PART1,BURGLARY-BUSINESS,BURGLARY/ BREAKING & ENTERING,PROPERTY,220,A,Coded,2017-10-30T10:17:31Z,2488567.84672453,6949067.22457202,75216,DALLAS,TX,"1120 E ILLINOIS AVE
DALLAS, TX 75216
(32.720225, -96.808854)"
2016,1,CRIM MISCHIEF >OR EQUAL $100 BUT <$750,Apartment Parking Lot,N/A,2515 PERRYTON DR,4237,445,SOUTHWEST,D3,2016-03-24T00:00:00Z,2016,March,Thu,12:00:00,84,2016-03-30T00:00:00Z,2016,March,Wed,11:00:00,90,2016-04-02T10:06:00Z,2016-04-02T10:33:10Z,2016,April,Sat,10:33:00,93,2016-04-02T10:06:33Z,2016-04-02T10:06:33Z,2016-04-02T10:57:05Z,2016-04-02T10:08:34Z,Victim,Individual,Black,Non-Hispanic or Latino,Female,EX01,Investigations,Property Crime Division / SW Property Crimes,Suspended,Suspended,SUSP STRUCK THE FRONT WINDSHIELD WITH A BRICK CAUSING DAMAGE.,FALSE,NA,None,Other,No,No,29990016,PC 28.03(b)(2),VANDALISM & CRIM MISCHIEF,CRIMINAL MISCHIEF/VANDALISM,1400,PART2,NA,NA,NA,NA,NA,NA,2016-04-05T09:04:46Z,2472671.94511744,6946716.66792144,75233,DALLAS,TX,"2515 PERRYTON DR
DALLAS, TX 75233
(32.71418, -96.861923)"
